time,XAUUSD,EURUSD,NAS100,US30,SPX500,USDJPY
2017-05-05,1224.800048828125,1.098152995109558,5646.08984375,21006.939453125,2399.2900390625,112.53700256347656
2017-05-08,1225.300048828125,1.0965152978897095,5659.06982421875,21012.279296875,2399.3798828125,112.68399810791016
2017-05-09,1214.300048828125,1.0927767753601074,5678.31005859375,20975.779296875,2396.919921875,113.2300033569336
2017-05-10,1217.300048828125,1.0886842012405396,5681.68017578125,20943.109375,2399.6298828125,113.697998046875
2017-05-11,1222.699951171875,1.087074637413025,5674.22021484375,20919.419921875,2394.43994140625,114.3280029296875
2017-05-12,1226.199951171875,1.0864958763122559,5686.81005859375,20896.609375,2390.89990234375,113.80899810791016
2017-05-15,1228.5999755859375,1.0927289724349976,5704.47998046875,20981.939453125,2402.320068359375,113.27100372314453
2017-05-16,1235.0,1.0981770753860474,5724.43994140625,20979.75,2400.669921875,113.64199829101562
2017-05-17,1257.5,1.1093976497650146,5580.5498046875,20606.9296875,2357.030029296875,112.64600372314453
2017-05-18,1251.699951171875,1.115635633468628,5626.31005859375,20663.01953125,2365.719970703125,111.1259994506836
2017-05-19,1252.699951171875,1.1113580465316772,5651.56005859375,20804.83984375,2381.72998046875,111.4010009765625
2017-05-22,1260.699951171875,1.120485782623291,5699.39990234375,20894.830078125,2394.02001953125,111.28399658203125
2017-05-23,1254.800048828125,1.123885989189148,5703.35009765625,20937.91015625,2398.419921875,110.89099884033203
2017-05-24,1252.4000244140625,1.11793053150177,5730.2998046875,21012.419921875,2404.389892578125,111.95700073242188
2017-05-25,1255.800048828125,1.1230907440185547,5778.3701171875,21082.94921875,2415.070068359375,111.52400207519531
2017-05-26,1267.5999755859375,1.121076226234436,5788.35986328125,21080.279296875,2415.820068359375,111.7300033569336
2017-05-29,1267.5999755859375,1.1176055669784546,5788.35986328125,21080.279296875,2415.820068359375,111.25599670410156
2017-05-30,1262.0999755859375,1.1129041910171509,5794.6298828125,21029.470703125,2412.909912109375,111.17400360107422
2017-05-31,1272.0,1.117168664932251,5788.7998046875,21008.650390625,2411.800048828125,110.83899688720703
2017-06-01,1267.0,1.1243535280227661,5816.509765625,21144.1796875,2430.06005859375,110.7959976196289
2017-06-02,1276.800048828125,1.1215791702270508,5881.4599609375,21206.2890625,2439.070068359375,111.43699645996094
2017-06-05,1279.300048828125,1.128082513809204,5878.1201171875,21184.0390625,2436.10009765625,110.46299743652344
2017-06-06,1294.4000244140625,1.1256824731826782,5856.77001953125,21136.23046875,2429.330078125,110.38099670410156
2017-06-07,1290.0999755859375,1.1271415948867798,5877.58984375,21173.689453125,2433.139892578125,109.50900268554688
2017-06-08,1276.300048828125,1.125517725944519,5885.2998046875,21182.529296875,2433.7900390625,109.9000015258789
2017-06-09,1268.5,1.1184805631637573,5741.93994140625,21271.970703125,2431.77001953125,109.85900115966797
2017-06-12,1266.0999755859375,1.1201971769332886,5708.18017578125,21235.669921875,2429.389892578125,110.28800201416016
2017-06-13,1265.800048828125,1.1196202039718628,5751.81982421875,21328.470703125,2440.35009765625,109.9209976196289
2017-06-14,1272.800048828125,1.1208877563476562,5727.06982421875,21374.560546875,2437.919921875,110.05500030517578
2017-06-15,1252.199951171875,1.1215791702270508,5700.89013671875,21359.900390625,2432.4599609375,109.44599914550781
2017-06-16,1254.0,1.1146905422210693,5681.47998046875,21384.279296875,2433.14990234375,110.9520034790039
2017-06-19,1244.199951171875,1.120824933052063,5772.22021484375,21528.990234375,2453.4599609375,110.9540023803711
2017-06-20,1241.0,1.1144545078277588,5726.31005859375,21467.140625,2437.030029296875,111.6729965209961
2017-06-21,1243.4000244140625,1.1136974096298218,5782.39013671875,21410.029296875,2435.610107421875,111.33399963378906
2017-06-22,1247.5999755859375,1.1167196035385132,5779.8701171875,21397.2890625,2434.5,111.30999755859375
2017-06-23,1256.199951171875,1.1149640083312988,5803.10986328125,21394.759765625,2438.300048828125,111.29000091552734
2017-06-26,1246.300048828125,1.1198835372924805,5777.58984375,21409.55078125,2439.070068359375,111.23899841308594
2017-06-27,1246.4000244140625,1.118355631828308,5671.60009765625,21310.66015625,2419.3798828125,111.85800170898438
2017-06-28,1248.0,1.1339154243469238,5753.02978515625,21454.609375,2440.68994140625,112.18800354003906
2017-06-29,1244.199951171875,1.1382650136947632,5653.02001953125,21287.029296875,2419.699951171875,112.35399627685547
2017-06-30,1240.699951171875,1.144164800643921,5646.919921875,21349.630859375,2423.409912109375,112.00900268554688
2017-07-03,1217.9000244140625,1.1423088312149048,5596.9599609375,21479.26953125,2429.010009765625,112.26200103759766
2017-07-04,1217.9000244140625,1.1371389627456665,5596.9599609375,21479.26953125,2429.010009765625,113.38600158691406
2017-07-05,1220.4000244140625,1.1360150575637817,5648.81982421875,21478.169921875,2432.5400390625,112.96199798583984
2017-07-06,1222.199951171875,1.1346874237060547,5597.89990234375,21320.0390625,2409.75,113.18699645996094
2017-07-07,1208.5999755859375,1.1424784660339355,5656.47021484375,21414.33984375,2425.179931640625,113.14900207519531
2017-07-10,1212.0999755859375,1.140380859375,5694.14990234375,21408.51953125,2427.429931640625,113.98500061035156
2017-07-11,1213.5999755859375,1.140380859375,5709.7998046875,21409.0703125,2425.530029296875,113.98500061035156
2017-07-12,1218.0999755859375,1.1473942995071411,5778.9501953125,21532.140625,2443.25,113.74800109863281
2017-07-13,1216.300048828125,1.1418914794921875,5793.35986328125,21553.08984375,2447.830078125,113.33499908447266
2017-07-14,1226.5999755859375,1.140393853187561,5838.080078125,21637.740234375,2459.27001953125,113.41799926757812
